customer_id,num_orders,total_spent,avg_order_value,order_value_std,first_order_date,last_order_date,country,recency_days,customer_age_days,frequency,monetary,months_active,purchase_growth
12362.0,10,5226.2300000000005,19.64748120300752,9.664671282056695,2011-02-17 10:30:00,2011-12-06 15:40:00,Belgium,2,292,10,5226.2300000000005,8,0.10401999583420107
12363.0,2,552.0,24.0,15.751238912311859,2011-04-11 13:29:00,2011-08-22 10:18:00,Unspecified,109,132,2,552.0,2,-0.15394868377207602
12364.0,4,1313.1,15.448235294117646,8.910810071730502,2011-08-19 15:24:00,2011-12-02 10:22:00,Belgium,7,104,4,1313.1,4,-0.5018242335018882
12365.0,2,641.38,29.153636363636362,65.1966351414414,2011-02-21 13:51:00,2011-02-21 14:04:00,Cyprus,290,0,2,641.38,1,0.0
12367.0,1,168.9,15.354545454545455,5.648958069655612,2011-12-05 16:48:00,2011-12-05 16:48:00,Denmark,3,0,1,168.9,1,0.0
12370.0,4,3545.69,21.231676646706585,21.116236420001904,2010-12-14 12:58:00,2011-10-19 14:51:00,Cyprus,50,309,4,3545.69,3,-0.6039207713133086
12371.0,2,1887.96,29.96761904761905,44.277857887191665,2011-10-11 10:43:00,2011-10-26 10:16:00,Switzerland,44,14,2,1887.96,1,0.0
12372.0,3,1298.04,24.962307692307693,16.38258168926466,2011-02-16 12:46:00,2011-09-29 12:12:00,Denmark,71,224,3,1298.04,3,-0.04022787466893214
12373.0,1,364.6,26.042857142857144,10.260282968486132,2011-02-01 13:10:00,2011-02-01 13:10:00,Austria,310,0,1,364.6,1,0.0
12374.0,1,742.9300000000001,22.513030303030305,19.774010639733735,2011-11-14 15:37:00,2011-11-14 15:37:00,Austria,24,0,1,742.9300000000001,1,0.0
12375.0,2,457.5,26.91176470588235,14.672205115154863,2011-09-02 14:23:00,2011-11-29 10:36:00,Finland,10,87,2,457.5,2,-0.013402507565931665
12377.0,2,1628.1200000000001,21.144415584415587,15.531661592534688,2010-12-20 09:37:00,2011-01-28 15:45:00,Switzerland,314,39,2,1628.1200000000001,2,-0.3739775765072018
12378.0,1,4008.62,18.30420091324201,8.958342412809236,2011-08-02 10:34:00,2011-08-02 10:34:00,Switzerland,129,0,1,4008.62,1,0.0
12379.0,2,852.24,21.306,12.201029969133439,2011-06-22 16:32:00,2011-09-19 10:09:00,Belgium,81,88,2,852.24,2,-0.14634146341463403
12380.0,4,2724.81,26.200096153846154,27.08885288224848,2011-06-07 09:49:00,2011-11-18 11:27:00,Belgium,21,164,4,2724.81,4,0.7112644811437022
12381.0,5,1845.31,21.21045977011494,25.892950235134975,2011-08-12 09:57:00,2011-12-05 12:44:00,Norway,4,115,5,1845.31,4,-0.8834328287680943
12383.0,5,1850.56,18.69252525252525,12.680055152091024,2010-12-22 14:28:00,2011-06-08 08:02:00,Belgium,184,167,5,1850.56,5,-0.8330618892508144
12384.0,2,585.27,21.676666666666666,17.295302608156128,2011-08-10 11:23:00,2011-11-11 08:39:00,Switzerland,28,92,2,585.27,2,-0.0003745445878307523
12386.0,2,401.9,40.19,22.821064830546362,2010-12-08 09:53:00,2011-01-06 12:37:00,Australia,337,29,2,401.9,2,-0.4459407464409389
12388.0,6,2780.6600000000003,27.806600000000003,16.84279813241532,2011-01-17 11:12:00,2011-11-24 12:30:00,Australia,15,311,6,2780.6600000000003,6,-0.3351839000693963
12390.0,1,549.84,17.1825,7.172142344268664,2011-09-21 09:33:00,2011-09-21 09:33:00,Belgium,79,0,1,549.84,1,0.0
12391.0,1,460.89,4.6089,5.523439108549907,2011-11-18 12:07:00,2011-11-18 12:07:00,Cyprus,21,0,1,460.89,1,0.0
12393.0,4,1582.6000000000001,24.728125000000002,18.045403220237354,2011-01-11 09:47:00,2011-09-28 15:41:00,Australia,71,260,4,1582.6000000000001,3,-0.18423106947697113
12394.0,2,1272.48,47.12888888888889,64.92458923381407,2011-05-06 14:01:00,2011-10-07 08:08:00,Belgium,63,153,2,1272.48,2,1.3356365159128982
12395.0,12,3018.63,19.350192307692307,12.640153861413182,2010-12-03 16:35:00,2011-11-20 15:21:00,Belgium,18,351,12,3018.63,8,0.13578687657874647
12397.0,2,2409.9,19.126190476190477,15.703009487720134,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium,35,99,2,2409.9,2,-0.016219639581842582
12398.0,1,1635.6599999999999,19.24305882352941,22.43008874276701,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland,45,0,1,1635.6599999999999,1,0.0
12399.0,4,1108.65,18.790677966101697,10.49116802024393,2011-03-23 09:42:00,2011-08-12 13:15:00,Belgium,118,142,4,1108.65,4,-0.27133713890330396
12401.0,1,84.3,16.86,5.419340365764086,2011-02-09 13:50:00,2011-02-09 13:50:00,Belgium,302,0,1,84.3,1,0.0
12402.0,1,225.60000000000002,20.50909090909091,7.2340105813379285,2011-01-20 13:49:00,2011-01-20 13:49:00,Belgium,322,0,1,225.60000000000002,1,0.0
12403.0,1,427.7,85.53999999999999,64.97959679776415,2011-10-21 10:51:00,2011-10-21 10:51:00,Denmark,49,0,1,427.7,1,0.0
12405.0,1,1710.39,31.67388888888889,42.769103308331616,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,148,0,1,1710.39,1,0.0
12406.0,2,3415.3,32.52666666666667,23.678103145939364,2011-06-09 10:23:00,2011-11-17 19:22:00,Denmark,21,161,2,3415.3,2,0.10651872399445213
12407.0,5,1708.12,22.18337662337662,16.695276404955607,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,49,214,5,1708.12,4,0.3275846898372196
12408.0,5,2888.55,27.51,24.172746971617563,2011-03-24 14:46:00,2011-11-07 12:27:00,Belgium,32,227,5,2888.55,4,-0.09908298453356232
12409.0,3,11072.67,101.58412844036697,61.50616794139595,2011-06-10 12:19:00,2011-09-22 10:38:00,Switzerland,78,103,3,11072.67,2,-0.21608774371464282
12410.0,2,693.33,26.66653846153846,28.210280245656218,2011-02-04 10:38:00,2011-02-04 10:39:00,Switzerland,308,0,2,693.33,1,0.0
12412.0,3,1226.88,20.112786885245903,12.510621638051878,2011-06-23 13:51:00,2011-09-26 10:16:00,Denmark,74,94,3,1226.88,3,-0.3459941804073715
12413.0,3,758.1,19.95,10.267213627643855,2011-01-06 16:12:00,2011-10-04 09:00:00,France,66,270,3,758.1,3,-0.5935450286309213
12414.0,3,562.4100000000001,31.245000000000005,18.572886072412754,2011-02-02 14:51:00,2011-05-06 14:51:00,Austria,216,93,3,562.4100000000001,3,0.078120961488757
12415.0,21,124914.53,174.95032212885152,181.1023956131187,2011-01-06 11:12:00,2011-11-15 14:22:00,Australia,23,313,21,124914.53,11,-0.1040459657343269
12417.0,9,3649.1,19.005729166666665,11.076127647062123,2010-12-17 11:51:00,2011-12-06 14:52:00,Belgium,2,354,9,3649.1,8,0.2681466785250053
12418.0,1,668.58,19.664117647058823,16.13403350302239,2011-08-19 11:08:00,2011-08-19 11:08:00,Switzerland,112,0,1,668.58,1,0.0
12420.0,1,600.39,20.70310344827586,9.201862041164851,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,63,0,1,600.39,1,0.0
12421.0,4,807.04,17.93422222222222,11.561200883065126,2011-01-24 15:09:00,2011-11-24 09:07:00,Spain,15,303,4,807.04,4,0.13272325654780706
12422.0,3,803.5600000000001,20.604102564102565,17.520070403299535,2011-01-19 09:13:00,2011-09-05 09:48:00,Australia,95,229,3,803.5600000000001,3,-0.3791231732776618
12423.0,8,1859.31,14.87448,7.838852929581782,2010-12-21 10:54:00,2011-12-09 10:10:00,Belgium,0,352,8,1859.31,8,-0.12258820575063822
12424.0,2,1760.96,58.69866666666667,62.474226064024606,2011-06-30 12:06:00,2011-06-30 12:06:00,Australia,162,0,2,1760.96,1,0.0
12425.0,1,777.2,21.58888888888889,14.685976941632408,2011-09-22 17:31:00,2011-09-22 17:31:00,Portugal,77,0,1,777.2,1,0.0
12426.0,1,582.73,19.424333333333333,11.490219434096032,2011-05-29 12:26:00,2011-05-29 12:26:00,Germany,194,0,1,582.73,1,0.0
12427.0,3,825.8000000000001,26.638709677419357,17.504324559364463,2010-12-03 10:44:00,2011-11-18 08:56:00,Germany,21,349,3,825.8000000000001,3,-0.20945812807881764
12428.0,9,7956.46,27.062789115646257,43.42766763742172,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,25,257,9,7956.46,5,-0.9310622416981316
12429.0,4,3750.4,38.66391752577319,35.84802256740429,2010-12-09 12:05:00,2011-11-30 17:22:00,Denmark,8,356,4,3750.4,4,-0.2931617933723197
12430.0,1,256.4,23.30909090909091,14.033241574593843,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,42,0,1,256.4,1,0.0
12431.0,15,6487.45,27.606170212765957,50.33543798253851,2010-12-01 10:03:00,2011-11-04 11:55:00,Australia,35,338,15,6487.45,8,-0.22260791018775403
12432.0,5,5059.32,46.845555555555556,75.6796474737069,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway,42,129,5,5059.32,2,-0.7402318762662844
12433.0,7,13375.87,31.847309523809525,27.0369316523465,2010-12-01 13:24:00,2011-12-09 10:02:00,Norway,0,372,7,13375.87,5,-0.30316621437546853
12434.0,2,806.14,16.122799999999998,8.336415331029793,2011-03-24 13:05:00,2011-09-16 12:38:00,Australia,84,175,2,806.14,2,0.8133681462140991
12435.0,2,7829.89,217.49694444444447,118.22086735838245,2011-03-17 07:40:00,2011-09-21 09:06:00,Denmark,79,188,2,7829.89,2,-0.03218349794848723
12436.0,1,509.01,31.813125,18.84557161731459,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,99,0,1,509.01,1,0.0
12437.0,18,4951.41,24.88145728643216,18.247716430729014,2011-01-12 14:13:00,2011-12-08 11:35:00,France,1,329,18,4951.41,10,-0.5760731521463042
12438.0,2,2906.85,29.66173469387755,40.54791789245686,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,13,125,2,2906.85,2,1.2644461153444737
12441.0,1,173.55,15.77727272727273,4.004083143265363,2010-12-08 10:45:00,2010-12-08 10:45:00,France,366,0,1,173.55,1,0.0
12442.0,1,172.06,14.338333333333333,8.012192791822558,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,2,0,1,172.06,1,0.0
12444.0,5,5005.46,28.440113636363638,36.38456452930298,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,20,149,5,5005.46,5,-0.49890979050876444
12445.0,1,133.4,33.35,16.22621335986927,2011-11-17 18:43:00,2011-11-17 18:43:00,Spain,21,0,1,133.4,1,0.0
12446.0,1,1002.3100000000001,17.584385964912283,6.119333243775087,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,57,0,1,1002.3100000000001,1,0.0
12447.0,1,476.49,18.326538461538462,7.176101973805942,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium,242,0,1,476.49,1,0.0
12448.0,1,449.45,20.429545454545455,19.12305152907218,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain,43,0,1,449.45,1,0.0
12449.0,4,4067.29,21.294712041884818,17.994325824835112,2011-06-05 15:37:00,2011-11-17 13:46:00,Belgium,21,164,4,4067.29,4,0.5625806751712348
12450.0,2,197.88,24.735,18.193495698031363,2011-06-19 14:36:00,2011-07-06 14:41:00,Spain,155,17,2,197.88,2,-0.057153965785380983
12451.0,5,9035.52,25.524067796610172,21.135579050968854,2011-01-19 09:05:00,2011-11-29 08:40:00,Switzerland,10,313,5,9035.52,4,-0.5928313890382159
12452.0,2,430.57000000000005,19.57136363636364,16.023037669155816,2011-11-23 08:05:00,2011-11-23 10:28:00,Switzerland,16,0,2,430.57000000000005,1,0.0
12453.0,1,707.09,16.443953488372095,5.037722056802528,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria,133,0,1,707.09,1,0.0
12454.0,1,3528.34,235.22266666666667,104.4952025875328,2011-10-14 17:13:00,2011-10-14 17:13:00,Spain,55,0,1,3528.34,1,0.0
12455.0,6,2466.86,27.409555555555556,23.523037711380642,2011-02-16 09:56:00,2011-09-27 15:31:00,Cyprus,72,223,6,2466.86,5,-0.8285193246661569
12456.0,3,3181.04,25.44832,34.238720340309676,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland,43,210,3,3181.04,3,-0.026063304185216362
12457.0,7,2363.23,38.11661290322581,46.29048069629005,2011-04-14 18:57:00,2011-10-04 13:13:00,Switzerland,65,172,7,2363.23,3,-0.8152586005148608
12458.0,2,947.4,24.931578947368422,18.02832329094384,2011-02-28 10:55:00,2011-09-29 15:25:00,Switzerland,70,213,2,947.4,2,0.1435022125891809
12461.0,2,826.88,23.62514285714286,32.83688746905623,2011-07-08 10:23:00,2011-09-06 16:57:00,Switzerland,93,60,2,826.88,2,-0.6798751353761865
12462.0,2,1189.59,19.186935483870965,21.327398878292733,2011-02-09 14:44:00,2011-11-21 09:11:00,Spain,18,284,2,1189.59,2,-0.43850820982558214
12463.0,4,1344.78,16.202168674698793,7.328468719731287,2011-04-12 12:47:00,2011-10-17 13:44:00,Belgium,52,188,4,1344.78,4,0.023949711295047974
12464.0,8,1212.05,41.79482758620689,26.566101335118464,2011-02-03 13:30:00,2011-11-29 13:33:00,Belgium,9,299,8,1212.05,5,0.18541866520487865
12465.0,2,742.19,15.791276595744682,6.353031668294546,2011-06-23 13:37:00,2011-11-22 16:34:00,Belgium,16,152,2,742.19,2,-0.31608363126216227
12468.0,2,729.54,19.198421052631577,11.894366717135764,2011-01-27 13:29:00,2011-06-05 11:36:00,Germany,187,128,2,729.54,2,1.3013222618349203
12471.0,30,19824.05,43.09576086956522,76.19169714190105,2010-12-10 09:35:00,2011-12-07 15:43:00,Germany,1,362,30,19824.05,12,-0.4221156228066553
12472.0,7,6572.11,19.386755162241887,15.530018825041692,2010-12-05 14:19:00,2011-11-07 14:01:00,Germany,31,336,7,6572.11,7,-0.8351528518042027
12473.0,5,3938.55,23.44375,53.242991326316854,2011-06-01 10:15:00,2011-11-10 13:46:00,Germany,28,162,5,3938.55,4,0.5676406363730891
12474.0,18,7375.79,17.395731132075472,10.212934432582509,2011-01-14 10:06:00,2011-11-22 14:39:00,Germany,16,312,18,7375.79,9,0.9635985352862848
12475.0,1,723.38,20.093888888888888,10.97910594272536,2011-10-17 10:10:00,2011-10-17 10:10:00,Germany,53,0,1,723.38,1,0.0
12476.0,11,6816.42,29.255021459227468,26.005650763997817,2010-12-13 14:39:00,2011-11-24 12:40:00,Germany,15,345,11,6816.42,9,147.3263940520446
12477.0,6,13219.74,44.065799999999996,48.76364839072834,2011-02-11 12:45:00,2011-11-17 09:51:00,Germany,22,278,6,13219.74,5,-0.1350304418846391
12478.0,1,680.99,18.91638888888889,20.812875568850277,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece,3,0,1,680.99,1,0.0
12479.0,1,527.2,17.006451612903227,9.067401152254927,2011-11-28 13:26:00,2011-11-28 13:26:00,Germany,10,0,1,527.2,1,0.0
12480.0,4,3281.63,21.309285714285714,28.908123428200177,2011-01-07 15:27:00,2011-11-11 14:52:00,Germany,27,307,4,3281.63,4,0.39208320587335554
12481.0,10,5596.32,25.789493087557602,20.611551737305664,2010-12-09 10:13:00,2011-11-17 08:29:00,Germany,22,342,10,5596.32,7,-0.7629805386576469
12483.0,8,2484.98,33.133066666666664,31.40725948847776,2011-01-04 14:20:00,2011-11-22 17:02:00,Sweden,16,322,8,2484.98,7,-0.25674493218608707
12484.0,6,4541.72,13.126358381502891,17.15008436296153,2011-01-07 14:04:00,2011-11-07 11:37:00,Spain,32,303,6,4541.72,4,-0.22822395956724326
12488.0,3,1298.66,23.612000000000002,16.826931830099472,2011-09-25 10:34:00,2011-11-30 08:50:00,France,9,65,3,1298.66,3,-0.04000793665109391
12489.0,1,334.93,22.328666666666667,8.673208227200645,2011-01-07 13:13:00,2011-01-07 13:13:00,France,335,0,1,334.93,1,0.0
12490.0,10,5417.93,22.114,17.133910877765565,2011-01-14 09:13:00,2011-12-04 16:07:00,France,4,324,10,5417.93,8,-0.46452925267562006
12491.0,1,460.40000000000003,17.70769230769231,9.367493712916941,2011-11-01 12:18:00,2011-11-01 12:18:00,France,38,0,1,460.40000000000003,1,0.0
12492.0,2,263.21000000000004,13.160500000000003,5.372805280200221,2011-08-26 14:51:00,2011-10-07 15:15:00,Germany,62,42,2,263.21000000000004,2,0.08187455844257772
12493.0,2,433.74,19.715454545454545,5.7762227955256185,2011-05-26 14:53:00,2011-06-27 10:17:00,France,165,31,2,433.74,2,-0.13387580299785865
12494.0,7,1246.1,16.18311688311688,7.523139437715911,2010-12-09 11:31:00,2011-11-24 09:34:00,France,15,349,7,1246.1,6,1.5727773406766328
12497.0,1,1043.1,74.50714285714285,44.84968852109857,2011-09-19 12:29:00,2011-09-19 12:29:00,Germany,81,0,1,1043.1,1,0.0
12498.0,3,403.70000000000005,17.55217391304348,6.960856110175046,2011-10-13 09:30:00,2011-11-18 12:53:00,Germany,20,36,3,403.70000000000005,2,-0.36576032225579064
12500.0,11,4257.82,69.80032786885245,96.51899053152205,2011-01-10 09:48:00,2011-11-16 16:20:00,Germany,22,310,11,4257.82,7,0.7865525813724925
12501.0,1,2169.39,14.559664429530201,11.642558487285982,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany,336,0,1,2169.39,1,0.0
12502.0,5,3723.87,25.332448979591835,29.728509806771058,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain,95,214,5,3723.87,5,0.7684593610998786
12504.0,2,482.04999999999995,53.5611111111111,46.544862617813266,2011-11-09 14:56:00,2011-11-21 16:02:00,Germany,17,12,2,482.04999999999995,1,0.0
12506.0,1,73.5,3.1956521739130435,2.086586656124731,2011-04-21 08:54:00,2011-04-21 08:54:00,France,232,0,1,73.5,1,0.0
12507.0,3,1304.81,62.13380952380952,54.5300895356124,2011-02-14 09:24:00,2011-07-28 17:09:00,Spain,133,164,3,1304.81,2,0.9224662313265943
12508.0,2,398.27,5.772028985507246,4.446343368666961,2011-11-10 16:27:00,2011-11-13 15:37:00,France,25,2,2,398.27,1,0.0
12509.0,1,176.5,25.214285714285715,18.9161684431977,2011-02-28 14:45:00,2011-02-28 14:45:00,France,283,0,1,176.5,1,0.0
12510.0,2,982.5699999999999,29.774848484848484,32.124828805109225,2011-01-18 14:04:00,2011-07-20 10:15:00,Spain,142,182,2,982.5699999999999,2,-0.5564548053661755
12512.0,2,138.03,4.059705882352941,2.8716329271773575,2011-10-04 14:53:00,2011-10-04 14:55:00,Israel,65,0,2,138.03,1,0.0
12513.0,1,612.29,17.494,9.986948600695868,2011-08-19 10:51:00,2011-08-19 10:51:00,France,112,0,1,612.29,1,0.0
12514.0,1,1017.6800000000001,19.95450980392157,10.635650297696987,2011-03-17 16:38:00,2011-03-17 16:38:00,Italy,266,0,1,1017.6800000000001,1,0.0
12515.0,1,383.7,23.98125,22.111873695671594,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy,352,0,1,383.7,1,0.0
12516.0,2,1312.06,50.46384615384615,32.54597290933833,2011-06-12 11:37:00,2011-09-23 09:13:00,Germany,77,102,2,1312.06,2,0.24933242040397116
12517.0,5,2502.84,8.812816901408452,8.341167975955502,2011-06-02 15:13:00,2011-11-11 14:04:00,Germany,27,161,5,2502.84,4,-0.2864900058597565
12518.0,5,2056.89,16.58782258064516,8.975297314683546,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany,0,109,5,2056.89,5,0.04391860786299605
12519.0,1,340.84000000000003,18.935555555555556,10.909873683542338,2011-10-07 09:26:00,2011-10-07 09:26:00,Germany,63,0,1,340.84000000000003,1,0.0
12520.0,5,2634.26,17.330657894736845,11.726679982218656,2011-03-11 11:35:00,2011-09-21 15:23:00,Germany,78,194,5,2634.26,4,-0.5227294811167973
12521.0,1,599.68,15.781052631578946,8.921051867890215,2011-07-20 10:51:00,2011-07-20 10:51:00,Germany,142,0,1,599.68,1,0.0
12522.0,2,192.72,16.06,4.292248827829067,2011-10-19 14:41:00,2011-10-31 15:30:00,Germany,38,12,2,192.72,1,0.0
12523.0,11,1789.77,16.884622641509434,5.421290511365846,2011-01-12 09:43:00,2011-11-20 12:55:00,France,18,312,11,1789.77,9,1.5341029341029344
12524.0,8,4485.72,31.150833333333335,33.07600885140862,2011-01-10 10:35:00,2011-11-30 15:31:00,Germany,8,324,8,4485.72,7,-0.08744348237241047
12526.0,3,1316.66,18.54450704225352,8.519842518452757,2011-09-06 14:19:00,2011-12-09 12:09:00,Germany,0,93,3,1316.66,3,-0.4665643583349319
12527.0,3,348.71000000000004,19.37277777777778,13.665484131048844,2011-01-18 12:05:00,2011-09-19 11:55:00,Germany,81,243,3,348.71000000000004,3,-0.5147543439185142
12528.0,6,1933.48,21.01608695652174,12.022408286335333,2011-01-31 09:05:00,2011-11-30 14:40:00,Germany,8,303,6,1933.48,6,-0.24655733726973078
12530.0,4,1662.28,25.186060606060607,19.07785642520893,2011-01-07 10:04:00,2011-10-11 12:34:00,Germany,59,277,4,1662.28,4,0.1370494335736353
12531.0,1,125.22,7.365882352941177,6.801954736345584,2011-11-25 11:12:00,2011-11-25 11:12:00,Germany,14,0,1,125.22,1,0.0
12532.0,1,349.83000000000004,21.864375000000003,9.539831562978458,2011-11-09 13:47:00,2011-11-09 13:47:00,France,29,0,1,349.83000000000004,1,0.0
12534.0,1,1089.18,17.28857142857143,13.107948691309758,2011-08-01 10:26:00,2011-08-01 10:26:00,Germany,130,0,1,1089.18,1,0.0
12535.0,2,716.35,21.069117647058825,8.924090775398799,2011-06-06 12:47:00,2011-09-09 08:48:00,France,91,94,2,716.35,2,-0.07128473620620221
12536.0,3,12601.830000000002,48.282873563218395,362.18342853366886,2011-10-11 14:52:00,2011-10-27 14:20:00,France,42,15,3,12601.830000000002,1,0.0
12538.0,1,363.95,17.33095238095238,7.189807997966221,2011-11-10 17:16:00,2011-11-10 17:16:00,Spain,28,0,1,363.95,1,0.0
12539.0,4,5568.35,20.396886446886448,17.993077023812585,2011-01-10 09:11:00,2011-11-17 13:30:00,Spain,21,311,4,5568.35,3,-0.6936347481574271
12540.0,17,13400.24,28.03397489539749,29.064644578260108,2010-12-13 09:39:00,2011-11-20 11:31:00,Spain,19,342,17,13400.24,11,0.658688676999127
12541.0,3,981.18,18.868846153846153,12.460669363861442,2011-03-04 09:32:00,2011-11-10 10:40:00,Spain,29,251,3,981.18,3,0.4232291001914486
12544.0,1,372.7,19.61578947368421,10.293882927787461,2011-11-03 16:15:00,2011-11-03 16:15:00,Spain,35,0,1,372.7,1,0.0
12545.0,2,1000.39,20.0078,14.49607340078051,2011-03-25 12:04:00,2011-09-25 13:39:00,Spain,74,184,2,1000.39,2,-0.4067551458316776
12546.0,2,1161.5,16.833333333333332,10.423762822155396,2011-09-23 09:44:00,2011-10-24 12:09:00,Spain,46,31,2,1161.5,2,-0.47149238045191805
12547.0,2,207.8,25.975,4.709185552877331,2011-03-04 12:46:00,2011-05-26 12:38:00,Spain,197,82,2,207.8,2,-0.6920199501246883
12548.0,1,95.19999999999999,19.04,5.1154667431232514,2011-06-26 15:35:00,2011-06-26 15:35:00,Spain,165,0,1,95.19999999999999,1,0.0
12550.0,1,964.83,16.92684210526316,17.690194838414094,2011-09-21 14:35:00,2011-09-21 14:35:00,Spain,78,0,1,964.83,1,0.0
12551.0,1,168.0,16.8,3.1989581637360205,2010-12-17 11:23:00,2010-12-17 11:23:00,Spain,357,0,1,168.0,1,0.0
12552.0,2,437.82,21.891,23.762512249782276,2011-10-31 12:11:00,2011-11-01 10:02:00,Italy,38,0,2,437.82,2,-0.620475503418857
12553.0,10,3692.28,19.33130890052356,11.880807825798376,2011-01-14 10:42:00,2011-12-01 16:38:00,France,7,321,10,3692.28,9,-0.6035704609944247
12556.0,2,603.71,4.989338842975207,3.8508279922498896,2011-07-11 13:35:00,2011-10-20 13:06:00,Spain,49,100,2,603.71,2,-0.0703727301688435
12557.0,5,11990.960000000001,363.36242424242425,446.19750586925,2010-12-03 12:20:00,2011-11-23 16:59:00,Spain,15,355,5,11990.960000000001,5,3.816425120772947
12558.0,1,269.96,24.54181818181818,22.013082391242627,2011-12-02 10:41:00,2011-12-02 10:41:00,USA,7,0,1,269.96,1,0.0
12559.0,2,561.71,26.74809523809524,24.540081014342157,2011-01-24 10:12:00,2011-02-02 09:49:00,Germany,310,8,2,561.71,2,-0.842745991665127
12560.0,3,2134.01,20.323904761904764,17.180256921113195,2011-07-19 15:55:00,2011-12-04 13:54:00,Germany,4,137,3,2134.01,3,-0.45975829460840784
12561.0,1,238.85,14.928125,4.683017857108812,2011-02-10 11:39:00,2011-02-10 11:39:00,Germany,302,0,1,238.85,1,0.0
12562.0,7,3781.7400000000002,22.510357142857146,19.084931131101076,2011-05-25 12:44:00,2011-12-01 17:20:00,France,7,190,7,3781.7400000000002,7,0.4695712619965915
12564.0,1,456.90000000000003,21.75714285714286,8.372563611497462,2011-03-23 14:55:00,2011-03-23 14:55:00,France,260,0,1,456.90000000000003,1,0.0
12565.0,1,145.92000000000002,16.213333333333335,4.985759721446673,2011-02-24 10:34:00,2011-02-24 10:34:00,Saudi Arabia,288,0,1,145.92000000000002,1,0.0
12566.0,1,351.65,18.507894736842104,9.859135965605915,2011-09-14 14:30:00,2011-09-14 14:30:00,Germany,85,0,1,351.65,1,0.0
